ENSEMBL	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Case1	Case2	Case3	Case4	Case5	Case6	Case7	Case8
ENSG00000234619	3	4	13	9	10	5	7	12	1	0	8	0	0	6	2	9
ENSG00000121769	5	9	15	21	20	26	9	40	5	15	7	0	10	11	22	18
ENSG00000236963	22	6	73	31	17	36	55	127	13	7	11	13	11	17	7	35
ENSG00000232557	0	0	3	0	0	3	2	4	3	0	0	0	4	0	0	5
ENSG00000157330	18	33	27	92	41	73	27	108	28	10	7	13	14	17	24	27
ENSG00000162413	30	10	9	18	97	42	22	88	36	280	32	29	28	208	279	88
ENSG00000142627	17	13	13	7	27	98	28	149	55	37	51	28	27	78	64	60
ENSG00000284668	0	0	1	4	1	1	4	21	1	4	0	1	2	13	1	6
ENSG00000233234	0	0	0	0	0	1	0	4	1	0	0	0	0	2	0	2
ENSG00000142632	26	17	10	15	46	67	25	127	43	37	27	22	27	95	104	55
ENSG00000234593	4	7	9	35	16	16	8	38	7	2	7	3	6	7	0	9
ENSG00000162490	25	21	42	69	62	51	47	227	61	38	17	31	38	88	57	74
ENSG00000158292	12	5	7	16	19	22	18	62	39	28	9	5	8	58	13	16
ENSG00000270605	8	16	11	25	14	12	19	22	5	17	6	9	7	25	12	20
ENSG00000238199	0	0	1	0	3	1	2	12	4	1	1	1	2	3	0	10
ENSG00000142733	41	20	19	20	102	96	31	149	79	114	42	45	66	136	147	68
ENSG00000189337	38	35	60	69	45	91	81	355	75	40	55	28	46	110	123	67
ENSG00000270601	3	7	2	12	17	13	7	8	9	6	1	5	7	8	11	7
ENSG00000233268	0	2	4	1	9	3	3	12	3	2	4	6	6	4	21	6
ENSG00000232912	6	2	6	16	9	11	8	16	6	3	2	6	1	6	35	5
ENSG00000235084	4	3	3	6	2	6	4	13	6	18	1	6	4	10	5	7
ENSG00000235143	2	6	0	4	5	8	4	24	2	3	4	0	3	11	1	2
ENSG00000225478	1	0	1	1	2	2	2	9	0	2	0	3	2	1	0	9
ENSG00000225077	3	3	22	11	4	9	34	75	5	5	5	15	10	36	1	35
ENSG00000028137	425	130	64	211	1673	110	129	183	801	717	158	141	719	1627	2842	548
ENSG00000223944	4	6	5	12	10	22	15	37	7	4	2	2	2	9	0	3
ENSG00000238249	3	4	7	6	5	3	5	11	4	3	1	0	0	3	2	2
ENSG00000187952	4	2	2	1	4	7	3	9	4	3	1	3	1	3	10	8
ENSG00000237938	6	4	17	14	9	12	7	44	10	6	6	7	12	34	19	7
ENSG00000227409	0	1	1	0	2	0	0	3	1	0	0	0	0	0	1	1
ENSG00000204464	0	0	3	3	2	5	3	7	16	1	1	0	0	1	4	6
ENSG00000233372	0	0	0	0	2	5	0	2	0	0	0	0	2	0	2	0
ENSG00000162460	10	17	35	27	24	35	32	120	39	32	14	23	15	69	69	34
ENSG00000283259	0	0	0	1	1	3	1	13	2	1	1	0	0	3	0	0
ENSG00000142687	154	101	79	208	330	225	126	343	213	296	158	77	133	243	465	146
ENSG00000284543	17	18	37	120	59	56	38	140	11	7	10	10	26	15	2	20
ENSG00000223382	5	5	4	15	2	12	5	59	7	0	1	4	9	5	2	1
ENSG00000226166	1	7	5	7	2	4	0	2	0	0	0	0	1	0	0	0
ENSG00000130939	96	102	82	248	194	204	100	349	187	389	73	97	124	200	371	182
ENSG00000236216	1	2	4	1	5	18	3	12	8	8	9	4	1	2	12	9
ENSG00000175147	8	8	24	30	14	24	40	154	9	2	3	7	5	13	1	15
ENSG00000236266	0	2	1	1	3	3	1	4	0	2	1	2	0	1	1	3
ENSG00000127472	5	22	8	33	32	42	16	64	17	7	6	12	10	11	13	20
ENSG00000231103	5	5	2	19	17	62	9	45	29	16	10	8	13	8	43	17
ENSG00000060656	47	59	86	81	91	152	78	440	103	68	32	79	50	107	94	69
ENSG00000163867	43	26	22	41	82	41	45	89	78	85	32	36	24	106	121	84
ENSG00000232768	5	1	2	6	1	1	5	7	1	2	2	1	2	1	6	3
ENSG00000225294	3	7	1	0	1	3	1	7	7	0	2	0	1	8	4	4
ENSG00000230214	2	0	0	2	0	0	0	6	0	0	0	1	0	2	0	0
ENSG00000189280	5	1	0	1	5	10	4	30	11	4	7	2	7	3	9	6
ENSG00000134698	122	64	46	145	181	104	99	200	230	272	83	64	155	270	1255	178
ENSG00000226487	2	3	0	7	4	0	1	10	1	0	1	1	0	2	0	0
ENSG00000134690	5	11	18	21	18	26	23	123	24	233	18	15	20	17	23	31
ENSG00000272420	1	0	2	0	1	3	3	14	0	1	3	1	4	5	4	4
ENSG00000224333	3	1	2	3	2	2	2	4	3	0	0	2	1	0	0	0
ENSG00000226664	1	0	2	0	0	4	0	7	0	0	0	1	1	6	0	1
ENSG00000132881	14	14	27	19	26	28	21	70	24	16	2	17	7	26	18	14
ENSG00000273274	13	4	19	31	13	19	35	101	16	7	7	17	20	12	3	29
ENSG00000224321	4	4	7	21	7	10	13	44	7	6	2	3	3	5	12	5
ENSG00000233621	9	13	21	22	11	18	11	47	12	11	4	2	12	25	11	10
ENSG00000228940	2	3	4	9	8	6	5	5	0	3	1	2	1	1	0	2
ENSG00000116251	129	36	55	133	595	51	247	147	216	448	107	71	451	582	659	101
ENSG00000272510	0	3	0	0	1	1	2	0	0	0	0	0	1	0	1	0
ENSG00000158286	17	9	37	22	37	38	32	139	31	37	26	24	27	84	35	35
ENSG00000236648	3	0	15	4	8	11	4	23	0	0	1	2	8	2	3	2
ENSG00000232273	6	7	10	15	4	19	20	39	9	2	4	10	4	8	6	9
ENSG00000237276	7	8	20	12	9	22	11	88	12	31	5	10	11	47	4	16
ENSG00000227959	0	0	5	1	3	0	9	11	3	0	1	2	2	6	0	2
ENSG00000009709	8	0	7	15	18	34	21	91	35	17	19	9	12	23	23	14
ENSG00000043514	52	26	34	74	102	64	58	164	53	69	50	31	40	60	77	61
ENSG00000186543	6	6	24	14	11	25	10	42	13	6	10	8	8	8	24	5
ENSG00000287396	1	0	2	0	2	1	1	1	0	0	0	0	1	5	0	0
ENSG00000231789	2	2	4	7	3	5	6	20	6	0	1	1	5	11	38	1
ENSG00000162510	10	7	1	3	9	24	2	47	20	19	4	6	11	25	10	11
ENSG00000179002	8	11	8	6	16	25	11	52	32	24	14	15	7	8	17	17
ENSG00000223589	1	0	7	6	0	0	1	25	2	0	1	1	1	2	0	3
ENSG00000188984	21	34	27	117	66	61	25	127	23	8	11	14	15	11	12	13
ENSG00000229259	0	3	2	12	4	13	0	24	5	12	4	2	2	3	0	1
ENSG00000270171	2	0	3	1	0	5	1	11	2	0	1	2	1	1	0	1
ENSG00000158008	12	21	21	17	26	47	22	133	42	39	20	16	11	38	36	34
ENSG00000269732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130940	46	13	24	23	50	59	48	166	64	79	29	31	25	99	73	93
ENSG00000116771	25	20	23	45	35	37	32	115	25	25	16	19	40	35	27	35
ENSG00000237301	8	7	24	37	9	31	50	93	13	3	10	9	18	26	2	21
ENSG00000162585	98	29	35	53	203	71	145	218	131	173	82	62	167	323	267	74
ENSG00000163879	15	10	8	48	16	33	21	69	22	13	12	22	20	18	26	26
ENSG00000227527	11	1	7	16	3	7	19	16	4	0	3	3	0	0	0	10
ENSG00000127129	4	10	3	5	13	12	8	53	15	9	11	9	12	14	14	14
ENSG00000228823	2	3	0	1	2	8	2	4	1	1	2	3	2	3	2	0
ENSG00000010803	45	31	21	84	78	74	34	123	61	109	38	28	37	59	58	39
ENSG00000229901	0	1	0	0	0	0	1	3	1	1	2	0	0	1	0	3
ENSG00000169991	40	14	11	24	78	66	35	90	116	59	28	36	28	139	107	81
ENSG00000116954	22	9	14	31	53	35	28	66	33	54	11	23	40	88	118	40
ENSG00000117013	22	7	24	13	21	37	30	148	54	108	30	27	21	37	29	29
ENSG00000228589	7	3	3	7	20	15	3	11	42	59	4	13	29	31	58	25
ENSG00000163873	21	15	44	44	43	64	38	232	56	35	21	29	24	22	44	55
ENSG00000233431	6	1	2	5	7	7	0	25	13	2	0	2	2	7	43	2
ENSG00000117215	12	9	14	17	20	25	9	76	13	13	3	9	8	9	8	14
ENSG00000223583	1	2	1	2	4	0	0	6	3	4	1	2	1	3	3	3
ENSG00000196449	13	6	4	21	39	9	13	29	37	62	8	13	23	93	87	19
ENSG00000250575	0	0	0	0	0	0	0	2	7	1	0	1	0	0	48	0
ENSG00000237700	2	4	5	7	2	19	5	23	12	6	10	7	3	7	12	9
ENSG00000253368	14	12	2	6	18	23	10	45	29	16	10	17	10	38	19	27
ENSG00000179862	25	10	1	19	66	26	36	45	113	221	42	14	47	79	186	32
ENSG00000116661	42	23	42	36	54	34	13	87	44	20	26	15	21	45	11	31
ENSG00000230163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287400	2	2	9	8	6	5	3	11	5	6	8	6	6	2	3	5
ENSG00000227538	2	6	2	8	1	7	3	20	1	0	3	0	1	1	0	3
ENSG00000232208	0	2	0	2	7	1	3	8	8	4	1	1	2	1	13	1
ENSG00000162461	19	9	29	14	17	32	37	106	28	21	11	17	11	88	20	23
ENSG00000236500	1	1	0	2	1	2	6	8	5	0	0	0	2	0	0	0
ENSG00000044012	4	0	1	9	2	9	4	16	4	4	6	5	1	1	2	2
ENSG00000179051	83	32	62	74	270	100	101	203	132	448	83	56	65	402	301	130
ENSG00000215895	13	9	5	25	16	22	7	27	17	8	10	5	9	5	18	15
ENSG00000231868	1	0	12	1	2	4	4	17	2	2	1	1	3	8	2	7
ENSG00000284650	3	3	11	2	0	8	2	7	2	2	7	6	4	1	3	34
ENSG00000237329	6	2	1	14	4	11	0	6	0	0	2	1	2	6	2	1
ENSG00000236948	0	1	3	1	3	6	0	6	3	0	2	1	4	2	0	8
ENSG00000270850	1	0	1	1	0	2	4	6	1	3	3	1	1	1	3	4
ENSG00000053372	35	12	20	49	75	34	39	119	38	125	37	40	77	82	73	36
ENSG00000287510	0	0	1	0	0	2	0	1	0	1	1	0	0	1	3	1
ENSG00000126067	66	36	38	91	224	66	74	123	124	331	50	77	242	288	230	144
ENSG00000274944	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000066136	88	21	56	88	149	85	69	116	117	251	61	45	98	159	346	129
ENSG00000132906	38	23	32	73	64	87	105	244	53	93	28	25	42	91	117	55
ENSG00000286668	1	1	1	6	3	3	2	10	3	1	0	0	3	1	0	3
ENSG00000197312	49	42	36	75	116	56	57	119	65	737	46	33	49	108	171	83
ENSG00000284748	0	1	0	3	0	6	1	11	1	0	0	2	0	3	0	0
ENSG00000272078	3	0	1	1	2	8	1	25	2	12	0	1	8	11	6	4
ENSG00000173660	141	27	59	134	381	62	102	97	208	775	153	109	618	481	469	223
ENSG00000224592	6	4	24	10	8	9	14	35	1	0	5	1	2	4	0	10
ENSG00000233728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230451	1	1	0	0	0	4	2	7	0	0	1	0	0	0	1	1
ENSG00000215893	1	3	0	4	3	2	0	5	2	1	1	1	0	1	0	0
ENSG00000231606	12	11	0	21	8	10	7	23	8	0	4	6	1	4	3	2
ENSG00000215900	4	7	32	42	40	10	7	35	3	1	0	2	2	0	1	11
ENSG00000092847	115	75	149	215	225	145	99	315	150	163	80	62	98	230	400	109
ENSG00000284632	5	2	3	10	3	6	3	16	2	2	0	3	0	3	0	4
ENSG00000204510	4	7	1	16	6	14	2	13	7	11	2	3	2	6	13	7
ENSG00000241014	1	3	0	1	6	0	1	4	7	9	5	4	0	1	5	5
ENSG00000054118	96	53	79	101	205	114	95	176	167	486	113	57	112	358	508	146
ENSG00000254553	0	0	5	4	3	0	5	8	4	0	0	3	0	4	0	7
ENSG00000230415	6	0	8	6	4	3	4	28	6	2	3	0	0	1	3	6
ENSG00000177181	22	34	25	68	36	65	20	96	22	11	15	28	34	15	20	44
ENSG00000284653	1	0	2	4	6	7	3	22	6	0	3	0	2	1	3	1
ENSG00000237749	0	1	2	8	1	3	1	7	5	9	5	3	2	9	0	2
ENSG00000224863	1	0	1	1	2	0	3	6	1	0	0	1	0	7	2	1
ENSG00000276747	23	17	19	30	25	51	21	122	22	23	20	28	16	32	15	27
ENSG00000284705	14	1	29	16	12	15	7	54	1	1	2	1	3	2	3	11
ENSG00000287828	0	0	0	0	3	2	0	24	0	0	1	0	1	1	0	0
ENSG00000228776	0	0	1	0	0	4	2	0	1	0	1	0	1	2	0	5
ENSG00000236009	0	1	1	6	0	0	3	7	0	0	1	0	0	1	0	0
ENSG00000228526	9	5	27	42	26	27	17	78	10	8	5	13	12	51	7	15
ENSG00000159339	56	24	66	48	140	60	68	201	254	542	79	42	136	76	1119	108
ENSG00000284678	4	1	7	12	5	10	9	16	1	2	3	1	4	3	2	11
ENSG00000162373	8	3	10	7	10	23	5	20	28	15	12	12	7	19	21	26
ENSG00000223814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197982	19	6	12	45	64	18	32	31	61	108	28	19	88	87	128	23
ENSG00000225158	3	2	4	3	1	0	1	2	2	1	3	7	3	5	2	5
ENSG00000261781	1	3	5	9	3	3	9	33	1	2	1	0	4	7	1	4
ENSG00000183317	50	29	81	85	48	119	117	399	43	35	51	44	37	44	27	47
ENSG00000250894	7	54	16	57	63	71	23	55	27	16	12	15	14	15	36	19
ENSG00000232022	20	8	20	11	24	18	16	94	8	3	10	5	5	22	5	11
ENSG00000183386	48	10	25	30	82	21	26	39	66	89	25	20	36	82	126	17
ENSG00000284743	0	0	0	7	0	2	0	3	1	0	0	0	0	0	0	0
ENSG00000229528	0	2	4	0	2	2	11	15	1	1	2	1	4	3	0	1
ENSG00000158315	33	58	31	117	77	76	26	109	19	28	23	16	24	28	13	31
ENSG00000232514	1	0	0	5	0	2	0	0	1	0	0	0	1	0	0	3
ENSG00000229213	2	1	3	3	2	3	4	6	0	0	0	2	0	1	1	7
ENSG00000243749	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000204084	81	55	114	194	140	144	71	271	122	204	62	66	104	157	189	101
ENSG00000286064	1	3	7	8	4	9	6	29	4	0	1	6	2	15	0	5
ENSG00000235358	2	3	4	10	7	17	11	23	9	3	2	9	7	2	0	7
ENSG00000186973	4	1	1	11	5	18	3	13	10	8	5	7	1	10	9	9
ENSG00000233118	0	1	1	5	1	5	1	2	1	0	3	0	0	0	0	0
ENSG00000271806	9	9	27	16	9	16	13	45	10	6	2	13	10	35	5	20
ENSG00000142698	7	8	2	19	27	27	12	53	17	22	8	10	11	14	15	12
ENSG00000272084	0	1	0	4	3	3	1	37	0	12	2	0	2	3	4	2
ENSG00000146463	141	87	78	153	163	112	82	229	142	163	61	86	53	150	165	134
ENSG00000279214	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0
ENSG00000183520	17	8	19	16	44	16	39	63	48	85	29	14	59	48	76	91
ENSG00000271164	5	1	5	8	3	8	2	10	5	0	1	0	5	1	2	5
ENSG00000090686	111	86	65	158	245	130	113	281	193	353	218	90	162	239	392	165
ENSG00000085998	43	33	23	22	88	88	41	167	85	128	66	44	55	138	173	70
ENSG00000271741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226957	3	4	5	3	5	5	4	16	5	0	1	1	3	1	2	5
ENSG00000211454	26	14	44	14	14	40	105	182	40	27	18	31	21	67	34	36
ENSG00000214141	2	2	7	12	6	8	7	26	10	2	11	3	0	3	4	1
ENSG00000142686	4	4	7	12	28	20	11	50	14	38	23	15	16	39	37	16
ENSG00000224751	4	13	8	13	10	24	12	67	9	3	2	6	17	8	11	7
ENSG00000286597	0	3	5	1	2	2	11	13	5	0	5	0	1	1	2	6
ENSG00000279096	9	16	15	37	10	29	28	100	10	5	14	11	13	1	15	11
ENSG00000227857	2	1	0	2	1	1	8	10	0	1	1	0	1	0	0	0
ENSG00000213987	0	0	3	2	0	0	4	8	1	0	3	0	3	0	0	1
ENSG00000117148	10	5	11	22	9	26	19	76	7	3	2	11	6	10	11	21
ENSG00000230585	11	12	15	20	13	25	49	135	10	6	6	3	6	6	7	10
ENSG00000127125	46	17	15	41	94	57	40	61	86	102	24	25	66	117	239	89
ENSG00000197429	18	26	25	63	32	39	28	80	42	36	38	23	28	47	56	47
ENSG00000117000	39	48	23	61	117	88	64	118	93	158	37	59	43	200	160	95
ENSG00000284989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178585	37	23	20	30	101	44	38	82	59	90	27	21	59	120	113	31
ENSG00000231630	0	0	0	0	1	0	0	8	0	0	0	0	0	9	0	0
ENSG00000092853	48	34	38	51	54	88	49	162	119	279	98	50	94	70	112	127
ENSG00000255811	0	0	0	0	0	4	0	3	1	0	0	0	0	0	1	0
ENSG00000236253	11	8	11	12	5	14	16	34	2	6	5	11	4	2	2	18
ENSG00000198754	6	4	0	8	7	3	13	26	10	17	3	6	6	15	5	6
ENSG00000134697	48	25	25	58	129	72	37	112	101	190	59	44	50	95	185	100
ENSG00000187513	7	4	1	9	10	12	3	42	10	11	12	3	4	9	24	12
ENSG00000278139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238145	2	3	3	7	3	2	2	9	2	0	0	0	0	0	0	1
ENSG00000225142	3	2	5	8	10	5	7	12	3	1	1	1	1	0	4	12
ENSG00000230138	4	5	20	11	13	13	15	54	8	8	4	0	0	16	2	12
ENSG00000230116	1	5	2	1	4	0	2	2	0	0	0	0	0	2	0	2
ENSG00000223390	4	2	1	3	3	3	1	4	1	2	1	1	2	4	2	2
ENSG00000285823	1	0	1	1	2	2	1	10	1	0	2	0	1	6	0	0
ENSG00000284720	5	2	2	3	0	13	3	21	3	0	8	1	1	0	1	1
ENSG00000225028	0	0	0	0	1	4	0	19	0	0	0	6	0	3	0	0
ENSG00000286640	8	7	1	6	8	5	9	11	2	1	1	1	5	8	1	1
ENSG00000225671	1	2	8	3	7	6	8	28	7	7	1	3	3	7	2	4
ENSG00000116151	14	23	10	12	37	75	27	195	50	69	34	33	26	125	55	35
ENSG00000226147	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000182873	3	2	2	1	2	7	2	29	12	3	2	2	0	23	17	2
ENSG00000286518	0	0	0	2	4	2	4	42	2	0	0	2	2	11	0	0
ENSG00000178715	4	2	8	0	3	6	10	12	1	5	1	5	5	19	9	3
ENSG00000284641	1	0	1	2	5	4	2	10	0	1	0	0	1	0	0	2
ENSG00000006555	31	7	4	11	43	25	23	55	30	31	25	20	17	45	50	39
ENSG00000236111	3	2	5	10	3	5	5	24	0	2	0	3	4	4	3	2
ENSG00000066056	55	45	134	116	112	113	105	354	78	59	40	71	47	172	54	97
ENSG00000214114	20	2	5	20	41	10	12	30	32	57	3	12	40	64	88	30
ENSG00000173436	21	10	17	44	43	31	14	75	21	25	15	15	28	42	28	28
ENSG00000116544	28	19	17	25	47	60	35	106	61	50	28	18	22	38	49	42
ENSG00000231900	2	0	1	6	0	4	2	4	3	0	0	1	1	0	1	1
ENSG00000236723	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204060	10	6	2	1	6	47	2	14	16	32	10	17	10	19	9	13
ENSG00000232467	2	4	2	18	10	3	9	25	1	0	0	3	4	2	2	3
ENSG00000186094	28	48	48	44	45	54	35	98	39	26	35	28	26	18	42	59
ENSG00000117016	19	17	25	56	48	39	23	152	27	35	10	11	13	28	15	7
ENSG00000270241	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000121310	137	90	187	314	228	188	174	491	151	104	111	65	106	176	146	136
ENSG00000169213	23	15	21	35	23	59	18	118	24	10	18	18	22	23	43	17
ENSG00000229846	0	1	0	1	2	6	2	5	0	1	0	0	0	1	0	0
ENSG00000163866	52	19	73	30	115	87	72	144	101	157	64	50	105	170	245	110
ENSG00000225779	2	1	6	2	8	1	2	8	0	2	3	0	1	0	2	4
ENSG00000236546	0	2	0	3	2	1	0	7	0	0	0	0	0	1	0	1
ENSG00000233114	0	2	2	6	4	1	0	6	0	1	1	0	0	0	1	2
ENSG00000228436	29	15	22	62	29	28	10	60	11	1	5	7	3	25	3	17
ENSG00000284601	0	1	5	8	3	8	7	12	3	2	2	0	2	2	2	9
ENSG00000049249	21	22	36	74	27	40	42	126	29	22	22	30	27	28	49	42
ENSG00000284719	28	15	23	58	16	26	26	72	6	16	2	7	8	26	15	11
ENSG00000237130	18	18	26	37	18	15	57	78	1	2	3	3	7	3	2	9
ENSG00000171793	40	25	26	61	50	64	74	144	64	133	49	29	52	121	87	73
ENSG00000116990	21	11	1	35	77	33	24	67	79	52	12	13	27	34	91	30
ENSG00000143001	4	8	3	4	6	12	2	27	9	3	6	4	8	6	3	4
ENSG00000229716	0	1	3	2	2	1	11	7	1	3	1	1	1	2	1	18
ENSG00000236876	5	5	3	8	8	1	0	10	4	1	3	0	1	5	5	6
ENSG00000226133	2	4	3	7	4	5	9	21	0	1	2	1	1	0	5	1
ENSG00000227416	2	1	7	5	2	6	7	22	13	2	5	3	5	3	4	3
ENSG00000232335	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1
ENSG00000260971	26	32	60	72	51	68	40	97	16	5	18	10	15	16	7	33
ENSG00000274386	16	9	28	18	19	31	26	56	22	13	9	12	17	17	9	32
ENSG00000259832	0	0	1	7	4	2	1	12	4	1	1	0	3	2	2	2
ENSG00000284696	4	7	15	18	13	16	23	59	8	1	2	2	7	5	6	3
ENSG00000238242	1	10	4	5	5	12	7	24	4	0	2	2	4	6	2	1
ENSG00000285839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237290	2	1	1	4	2	5	1	16	3	7	1	2	0	3	4	8
ENSG00000232762	2	0	0	1	2	4	6	26	0	1	0	0	0	5	0	0
ENSG00000117419	38	20	31	34	87	45	53	101	89	130	36	24	83	100	104	56
ENSG00000162384	30	15	4	25	86	50	34	63	82	121	41	35	84	85	138	53
ENSG00000162391	19	21	40	34	24	43	28	194	12	7	7	8	10	8	3	15
ENSG00000174348	39	11	53	37	27	92	39	108	36	34	17	30	30	47	17	35
ENSG00000154198	8	18	2	17	14	25	8	43	35	17	21	15	13	15	20	20
ENSG00000117859	78	53	39	118	125	97	76	208	116	159	49	74	70	200	291	88
ENSG00000228121	6	4	6	9	13	16	15	18	11	3	10	4	9	9	6	10
ENSG00000253313	4	9	13	23	13	8	6	64	4	8	7	8	10	17	5	12
ENSG00000040487	30	6	19	15	47	42	38	123	52	93	16	24	35	132	104	43
ENSG00000162396	5	13	5	6	14	34	3	27	20	22	8	10	5	13	16	11
ENSG00000203995	42	17	31	64	29	46	97	101	30	28	22	34	35	44	21	48
ENSG00000227742	24	25	24	53	31	37	30	106	8	0	5	6	11	6	6	11
ENSG00000117713	196	132	190	340	465	338	181	412	379	688	207	161	279	565	1015	400
ENSG00000230114	2	2	1	5	10	10	1	2	0	0	0	1	1	0	0	0
ENSG00000177868	25	5	5	18	26	22	16	25	19	129	13	9	49	25	43	33
ENSG00000284686	2	0	2	5	4	9	1	6	3	0	2	0	0	2	0	0
ENSG00000162378	60	55	50	98	90	96	67	156	74	105	28	43	68	108	153	124
ENSG00000233079	6	1	10	6	2	10	10	5	1	1	1	9	4	3	3	8
ENSG00000162599	167	91	293	261	178	196	254	404	148	566	460	98	161	123	179	298
ENSG00000259818	3	1	4	5	1	3	3	14	0	2	4	7	6	4	4	1
ENSG00000229444	4	2	3	8	6	6	5	31	1	4	0	1	4	3	1	7
ENSG00000240563	23	12	27	68	26	34	29	115	27	11	13	24	27	18	17	26
ENSG00000234318	4	4	1	1	0	0	0	10	1	3	4	1	1	2	0	3
ENSG00000284773	3	1	0	12	6	2	2	3	0	2	2	0	0	7	10	5
ENSG00000234481	4	0	2	5	1	6	6	19	1	0	0	0	0	3	1	1
ENSG00000117862	8	3	7	11	12	7	8	19	15	23	15	8	12	16	36	18
ENSG00000162551	23	18	22	29	32	83	46	220	532	172	37	57	39	104	2979	45
ENSG00000235612	3	2	0	6	5	3	0	7	1	0	3	0	0	1	0	0
ENSG00000228369	3	0	0	1	0	1	3	7	0	0	3	1	3	2	0	1
ENSG00000183431	115	64	136	144	309	78	113	230	166	276	95	50	152	250	331	111
ENSG00000227485	0	0	3	0	0	0	2	6	0	0	0	0	1	2	0	2
ENSG00000224609	26	7	13	31	18	15	18	43	4	2	7	8	7	13	4	29
ENSG00000235545	7	5	2	16	5	6	3	7	4	1	0	4	1	4	1	10
ENSG00000236646	0	2	0	7	3	7	0	6	3	1	2	3	1	2	3	2
ENSG00000169174	23	27	16	41	43	85	25	158	96	69	58	37	33	46	90	50
ENSG00000288527	1	0	8	0	0	1	2	4	1	0	1	0	0	0	0	0
ENSG00000231252	8	13	27	30	25	16	17	28	10	3	7	8	10	5	3	18
ENSG00000232198	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000236180	3	0	1	2	0	0	3	8	0	3	0	0	2	1	0	3
ENSG00000231622	1	0	0	2	0	0	1	3	2	0	1	1	2	2	0	4
ENSG00000238063	14	8	9	5	9	19	13	39	12	4	3	10	7	5	2	17
ENSG00000235804	0	0	0	0	1	3	0	6	1	0	0	0	0	0	0	1
ENSG00000227104	6	3	4	4	2	4	1	6	0	4	0	1	0	0	1	3
ENSG00000243725	2	2	4	10	7	15	7	63	9	4	6	5	3	12	8	8
ENSG00000116985	18	6	25	16	21	47	34	83	25	44	22	9	32	57	58	28
ENSG00000134716	23	10	9	41	20	41	9	28	11	16	6	15	12	10	48	17
ENSG00000171872	51	35	56	156	61	81	67	204	41	18	42	24	29	22	17	61
ENSG00000162407	20	6	18	19	22	35	37	47	18	15	13	9	16	8	12	33
ENSG00000285079	3	6	3	1	7	6	6	9	0	0	1	2	2	9	0	0
ENSG00000169218	11	10	8	10	15	17	8	64	9	8	14	13	8	9	17	15
ENSG00000163877	40	23	30	94	58	47	80	189	80	72	33	35	46	115	112	82
ENSG00000228929	19	12	6	30	99	19	47	57	57	107	91	20	120	101	84	18
ENSG00000224570	3	5	4	18	7	10	14	16	3	4	0	1	3	2	0	3
ENSG00000224980	1	0	1	2	5	5	5	6	0	1	0	1	1	0	0	0
ENSG00000185031	7	1	3	4	13	20	9	27	13	9	4	4	9	6	11	16
ENSG00000278967	5	6	0	7	4	3	10	23	8	4	0	3	7	6	5	1
ENSG00000157184	34	11	52	21	34	49	31	91	47	53	35	37	30	34	70	46
ENSG00000272491	0	1	0	2	4	3	1	19	0	0	0	1	1	0	0	0
ENSG00000198815	73	35	14	68	147	48	53	99	104	156	41	28	63	228	223	72
ENSG00000134744	89	69	49	147	171	160	88	188	143	126	70	105	113	225	190	131
ENSG00000226883	0	2	0	4	1	1	1	3	2	0	0	0	0	0	0	1
ENSG00000162437	21	32	16	31	31	38	26	39	40	63	20	22	23	46	67	28
ENSG00000233910	0	0	3	8	4	3	1	4	1	0	1	1	0	3	0	1
ENSG00000287703	4	3	6	13	4	10	0	22	1	2	1	3	2	0	0	0
ENSG00000283039	38	52	32	112	92	134	43	208	108	121	70	69	42	56	141	84
ENSG00000229032	8	0	4	6	1	3	2	17	2	0	2	1	2	2	0	3
ENSG00000229294	0	0	2	2	2	3	6	17	0	1	0	0	1	2	2	1
ENSG00000184292	28	9	4	37	10	15	58	89	15	28	7	11	10	10	65	19
ENSG00000187140	10	9	2	23	7	21	3	6	29	12	9	13	10	9	15	11
ENSG00000226754	0	0	0	2	0	4	7	9	0	1	2	0	1	0	1	3
ENSG00000228431	4	2	3	4	1	3	0	4	0	1	0	1	0	0	0	2
ENSG00000279324	21	20	35	38	23	56	55	96	18	4	9	6	7	11	7	9
ENSG00000232993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
